PartitionKey,RowKey,Timestamp,City,City@type,Code,Code@type,CountryCode,CountryCode@type,CountryName,CountryName@type,CountryNumericCode,CountryNumericCode@type,ExportLocation,ExportLocation@type,Function,Function@type,ImportLocation,ImportLocation@type,IsAirport,IsAirport@type,IsPort,IsPort@type,IsServiceProvider,IsServiceProvider@type,LocationCoordinates,LocationCoordinates@type,Name,Name@type,NeutralLocation,NeutralLocation@type,PortCoordinates,PortCoordinates@type,ServiceProviderType,ServiceProviderType@type,Subdivision,Subdivision@type,Website,Website@type,FriendlyName,FriendlyName@type,AirportCoordinates,AirportCoordinates@type
056,BEBATH1x,2022-07-01T14:36:10.329578Z,Antwerp,String,BEBATH1,String,BE,String,Belgium,String,056,String,,String,,String,,String,false,Boolean,false,Boolean,true,Boolean,"51.27268136, 4.392520658",String,HENRY BATH BVBA,String,urn:ibm:ift:location:farmerconnect:loc:bebath1,String,,String,Logistics Service Provider,String,,String,https://www.henrybath.com/,String,HENRY BATH ANTWERP 2,String,,
